"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ranking_metric","GeneSymbol"
"PRUNE2",6.03387753386506,6.55119030794979,1.55268507807084,4.21926532332585,2.4509969742683e-05,0.00201651874658246,2.69539773621551,"PRUNE2"
"EFCC1",5.758001110183,5.86197874197074,1.50364637715076,3.89850887219807,9.67868551930133e-05,0.00623494676840153,2.20516725001032,"EFCC1"
"PON1",3.89242124041372,5.31369024015033,1.63615044817761,3.24767825970335,0.00116350755812461,0.0479526651582052,1.31918725019642,"PON1"
"SLFN5",4.74164976922544,5.25023726735191,1.54997440231708,3.38730579002032,0.000705826695418866,0.0322347089776845,1.49167624634496,"SLFN5"
"CCNO",8.01895932634952,4.79654879866081,1.45430242739043,3.29817836257595,0.000973142974384893,0.04175201507483,1.37932255934779,"CCNO"
"PTPRC",12.7758336348707,4.24553299545863,1.07529142336228,3.94826267858015,7.87204014606619e-05,0.00520858752676615,2.28328003341817,"PTPRC"
"C3",1411.38967703152,4.03817435966723,0.217285359898056,18.5846591853304,4.27708287887337e-77,9.39546796002114e-73,72.0270815841219,"C3"
"ERP27",14.7683143850632,3.86289516710583,0.815245010831989,4.73832420411085,2.15492856306244e-06,0.00023204566541565,3.63442653973643,"ERP27"
"SPINK5",47.9913975623755,3.55643964074439,0.580796248608373,6.12338603988209,9.16073823502346e-10,2.18732540009522e-07,6.66008660381492,"SPINK5"
"AKR1C3",166.742709090993,3.49897544985434,0.359080959941301,9.74425224446967,1.95210692909187e-22,3.57349440928009e-19,18.4469068930145,"AKR1C3"
"PRRX1",24.0139718608058,3.48368539712844,0.771192002784659,4.5172737587389,6.26408986164257e-06,0.000600887606946299,3.22120675303509,"PRRX1"
"FDCSP",12.4861091669639,3.30510199872916,0.820253134230597,4.02936832643666,5.59269315624986e-05,0.00397587995350617,2.40056673703049,"FDCSP"
"CFI",39.2662841728074,3.30355647234456,0.619589858229158,5.33184400691518,9.7220437826052e-08,1.52545811266063e-05,4.81659971308883,"CFI"
"HTR1D",24.253341293417,3.2794528052341,0.871074276703235,3.76483715906052,0.000166657656216333,0.0099213244826672,2.00343034628163,"HTR1D"
"SPP1",31.7418644944432,3.24009807243568,0.907412178563031,3.57070154994686,0.000356026378118985,0.0186210272574756,1.72999636417384,"SPP1"
"SPINK2",9.88220694316367,3.20258365864596,0.922038907986927,3.47337149322485,0.000513963421432512,0.0248683578823965,1.60435289129457,"SPINK2"
"GLIPR1",13.8168972373537,3.19232680376506,0.853661795660099,3.73956855044283,0.000184336374799223,0.0106842141034684,1.97125741763464,"GLIPR1"
"NDN",92.8941210038041,3.18390268152843,0.421881888219696,7.54690535534533,4.45722247930874e-14,2.51055913340962e-11,10.6002295448489,"NDN"
"CEP295NL",33.5060433268702,3.13116468902054,0.555945987339867,5.63213830178499,1.77988855543159e-08,3.17876519489152e-06,5.49774155082983,"CEP295NL"
"GPNMB",305.950112971676,3.08490369045551,0.253750406469711,12.1572364488951,5.25049844438054e-34,2.88344248319268e-30,29.5400887071562,"GPNMB"
"LOC107984536",8.86865249220463,2.98437879384983,0.887706451356652,3.36189828212796,0.000774086329118663,0.0347027640647952,1.45963593240565,"LOC107984536"
"BHLHE41",22.0949677343769,2.93416259958667,0.782492268577843,3.74976561100012,0.000176999932161232,0.0104240147715437,1.98196498186998,"BHLHE41"
"APOL1",25.3290056457529,2.88650879511188,0.671201457810511,4.30051031850825,1.70405236166776e-05,0.0014413174885869,2.84124034371482,"APOL1"
"ZDHHC15",148.657776403043,2.88575864592998,0.385631211477239,7.48320820525779,7.25298356791744e-14,3.86421853649539e-11,10.4129383205303,"ZDHHC15"
"MMP19",25.610738783681,2.72904154491389,0.648839742844574,4.20603326940104,2.5989199116694e-05,0.00212232244236587,2.67318863348746,"MMP19"
"PNMA3",26.3649206823575,2.69021929586795,0.610201297275965,4.40874070225271,1.03973419642186e-05,0.000943795086479296,3.02512228798108,"PNMA3"
"TRPM3",29.0390338696828,2.67896863529698,0.566628578572522,4.72790949239795,2.26843252850989e-06,0.000243076377335496,3.61425724474091,"TRPM3"
"ZNF311",18.3004299280648,2.63910768026451,0.666337927424993,3.96061453452473,7.47571254471243e-05,0.00502198707858404,2.2991244090478,"ZNF311"
"WWTR1",37.6238104069009,2.62968655564474,0.601115918014705,4.37467462902956,1.21613734936658e-05,0.00106398517981956,2.97306442125846,"WWTR1"
"FILIP1",88.0481371527379,2.52352166420271,0.344358295648823,7.328186066922,2.33288681710524e-13,1.09118963280015e-10,9.96209976882311,"FILIP1"
"NDP",34.1078220758417,2.48961445209636,0.620271575870722,4.01374905597037,5.97618817213727e-05,0.00418085750246304,2.37873463439855,"NDP"
"TGFBI",37.9554165281989,2.47787379389765,0.639677694148092,3.87362857352345,0.000107226795037273,0.00676853737524071,2.16950516861011,"TGFBI"
"FGF5",28.5831951261347,2.46680546316162,0.597977864139605,4.12524544986454,3.70339584170404e-05,0.00280525849843836,2.55202711327672,"FGF5"
"VIP",138.510342355127,2.46656219824087,0.430773111045467,5.72589638256351,1.02889008761172e-08,1.915392250387e-06,5.71774227405342,"VIP"
"ODAM",457.89779429967,2.41984524484034,0.312646074959773,7.73988685177543,9.95053274617568e-15,5.90765818473625e-12,11.2285846407767,"ODAM"
"LDB2",219.793776726461,2.41001673978185,0.302926235156357,7.95578744950206,1.77995749871636e-15,1.22188519919695e-12,11.9129695958098,"LDB2"
"ASS1",109.304850245993,2.39544212822886,0.413138062104241,5.79816373255015,6.70449774818858e-09,1.32682614445458e-06,5.87718597950974,"ASS1"
"LINC00689",31.2998662289818,2.39487421285715,0.495880553378259,4.82953847764692,1.36849869105516e-06,0.00015990324865111,3.79614271288342,"LINC00689"
"HAS2",744.539733356525,2.39305447590073,0.240493966749092,9.95058008418735,2.50717467780504e-23,5.50751061473433e-20,19.259044657152,"HAS2"
"IFI44L",64.4289362047193,2.36320766922453,0.429389339805315,5.50364773912647,3.72012503350374e-08,6.00882254492475e-06,5.22121062156472,"IFI44L"
"MYOF",67.3127240791306,2.34144107248741,0.488700427891892,4.79115822056406,1.65821295848149e-06,0.00018776270133486,3.72639067518628,"MYOF"
"GJA1",1197.11433848158,2.33992333699075,0.225556752455761,10.3739893020923,3.25639869095885e-25,1.02190442920419e-21,20.9905897184969,"GJA1"
"NPW",412.453045774255,2.32377348629287,0.375964605293974,6.18083046534625,6.37652657022641e-10,1.53926548536443e-07,6.81268646861223,"NPW"
"TUBA4A",58.1022468305901,2.31465712305851,0.509218463022339,4.54550903225394,5.48026469152345e-06,0.000532676878224317,3.27353615412098,"TUBA4A"
"GFRA2",355.610495606925,2.31457248926781,0.234867039954139,9.85482036866377,6.53334145195683e-23,1.30470828795578e-19,18.8844865788183,"GFRA2"
"LRP1B",257.463908468307,2.30378121359646,0.430522054633806,5.35113402159155,8.74047572841921e-08,1.38130957069198e-05,4.85970897907765,"LRP1B"
"PHLDA2",39.022290572581,2.23693050048407,0.564966204940964,3.95940585635174,7.51364556481136e-05,0.00503208085738449,2.29825238909821,"PHLDA2"
"ABLIM3",49.1191445091948,2.22885529305016,0.592582705003033,3.76125606473572,0.000169062246401642,0.010010216621846,1.9995565242535,"ABLIM3"
"CD109",124.719831864031,2.22409037277433,0.368923493660283,6.02859511794157,1.65391047839035e-09,3.66984358371724e-07,6.43535244587765,"CD109"
"EPHA1-AS1",18.7943934977975,2.21615025239417,0.584186008443001,3.7935695486798,0.000148497012837133,0.00893707912600906,2.04880439694535,"EPHA1-AS1"
"LINC00632",89.5526500540595,2.14010497883769,0.369226673462688,5.79618194635647,6.78416605981772e-09,1.330605141393e-06,5.87595080279415,"LINC00632"
"ANO3",36.7824429865953,2.11636340412914,0.539874347074757,3.92010366040986,8.85108889358715e-05,0.00575242218122571,2.24014924775586,"ANO3"
"SLC18A3",1242.29992998119,2.1033332725948,0.192644056344607,10.9182360074078,9.43096494975926e-28,3.45283345085603e-24,23.4618243695563,"SLC18A3"
"INSYN2B",103.975110901649,2.09505605017412,0.523669317529883,4.00072331916709,6.3149159553179e-05,0.00438986578450849,2.35754875764817,"INSYN2B"
"PDZK1IP1",21.162800352614,2.09057862596868,0.57875648319181,3.61219042323164,0.000303621471379335,0.0165090417371036,1.78227813451226,"PDZK1IP1"
"SCGN",181.595199821769,2.08419443679377,0.399040034724103,5.22302088870554,1.76027524211381e-07,2.51090689892948e-05,4.60016939004725,"SCGN"
"LINC01833",75.7773154826546,2.06286519623308,0.391754188071448,5.26571319221445,1.39646155780975e-07,2.04507140269379e-05,4.68929152420698,"LINC01833"
"MMP25",93.0761848946514,2.0606607011488,0.338072905899213,6.09531454662958,1.0922247020733e-09,2.5524361734515e-07,6.59304510912916,"MMP25"
"SLC12A3",28.4936749429891,2.05628611555529,0.549548052808128,3.74177672916481,0.000182723821641764,0.0106187676984249,1.97392587994256,"SLC12A3"
"CHL1",91.4971975781951,2.0446082512079,0.339513212283003,6.02217580122803,1.72087827223092e-09,3.78025330060967e-07,6.42247909874177,"CHL1"
"PPP2R2C",329.533964972355,2.03881261645256,0.300586545128486,6.7827806982547,1.17884515625807e-11,4.24519533565918e-09,8.37210232161623,"PPP2R2C"
"SLC5A4-AS1",25.7119587875975,2.01632587726699,0.501354068976483,4.02176027290121,5.77648322579631e-05,0.0040670515070855,2.39072032744755,"SLC5A4-AS1"
"MAOB",71.953990859139,2.00216755880208,0.405404983222644,4.93868512144685,7.86510920631381e-07,9.59849188528308e-05,4.0177969979345,"MAOB"
"HTR2B",81.5241770112686,1.99209232042538,0.336206900840896,5.92519759541789,3.11922094694553e-09,6.58845447514927e-07,6.18121645060098,"HTR2B"
"SHANK1",263.124517309922,1.97432936125197,0.472159516372269,4.18148802002611,2.89607512820117e-05,0.00233890008607335,2.63098833013348,"SHANK1"
"LUCAT1",25.1465092587588,1.94721878804379,0.567409182772543,3.43177172165078,0.000599652079255277,0.027907960222459,1.55427190469744,"LUCAT1"
"IL13RA2",663.443773594684,1.94592848779855,0.236315880601637,8.23443808704012,1.80402380887146e-16,1.46774040775849e-13,12.8333507492206,"IL13RA2"
"FSTL5",177.357346741554,1.94519260046707,0.327494856403868,5.93961267614003,2.85696259410429e-09,6.09309682569795e-07,6.21516192042596,"FSTL5"
"LINC02735",116.746226459356,1.92688725067964,0.302380363154385,6.37239545114189,1.86098279731681e-10,5.04693939613067e-08,7.29697191026216,"LINC02735"
"EDIL3",191.970297957943,1.92222339687781,0.335622668093467,5.72733483050225,1.02020685663361e-08,1.915392250387e-06,5.71774227405342,"EDIL3"
"PRLR",270.42412847191,1.91517844428721,0.378489220868578,5.06006073275258,4.19122958382662e-07,5.35283373650694e-05,4.27141624595693,"PRLR"
"PPP1R3G",36.7732210608405,1.90415318101521,0.510684675636887,3.72862800051812,0.000192525111000681,0.0110422953351226,1.95694064148326,"PPP1R3G"
"SYK",373.076609566761,1.89991338975149,0.220233094402633,8.62682965475683,6.30760132297521e-18,6.02430775051289e-15,14.2200928503971,"SYK"
"C6orf58",24.8075698421332,1.89829502727802,0.531290769813729,3.57298702543537,0.000352932254296415,0.0185032525778743,1.7327519228153,"C6orf58"
"CORIN",591.78077763119,1.88768271347681,0.205467063749756,9.18727643753099,4.02913326650952e-20,5.53174815408841e-17,16.2571376003956,"CORIN"
"CACNA1G",428.843310751914,1.84420416739349,0.31659121990928,5.82519050250968,5.70474881796051e-09,1.14483076151416e-06,5.9412587096323,"CACNA1G"
"L3MBTL3",79.2018297994064,1.83865653770685,0.367802518060575,4.99903194627948,5.76188569507955e-07,7.15092333693856e-05,4.1456378778846,"L3MBTL3"
"ARHGAP18",55.532158552529,1.83556197590325,0.47530254153917,3.86188125558757,0.000112517254545637,0.00706190437315431,2.15107816761299,"ARHGAP18"
"BASP1",1180.40241583305,1.8319801510992,0.207564942408674,8.82605766580862,1.08430135136651e-18,1.13423084692706e-15,14.9452985456693,"BASP1"
"GBP3",45.3662598949909,1.81229132727495,0.503401215734682,3.60009326681905,0.000318103059181808,0.0170433412220653,1.76844526097423,"GBP3"
"AKR1C1",227.206139821238,1.81086185251634,0.321942373238427,5.62480121613327,1.85721716558889e-08,3.29012011907187e-06,5.48278824609325,"AKR1C1"
"IP6K3",191.448745279986,1.79351901031815,0.296307831300631,6.05289101690486,1.42269123216207e-09,3.23579431275554e-07,6.49001909264517,"IP6K3"
"IL15",171.323095339603,1.78819777159268,0.265147538937214,6.74416130264788,1.53913476050532e-11,5.28283957562818e-09,8.27713257736479,"IL15"
"PAPLN",46.3421619465655,1.78306859347668,0.473015491902321,3.76957758044188,0.000163524074635284,0.00976123192259045,2.01049536845824,"PAPLN"
"LEF1",441.104209610494,1.78047457116551,0.196117245497058,9.07862318101047,1.09956909191434e-19,1.27127548642538e-16,15.8957603272822,"LEF1"
"SMPDL3B",41.8437567272672,1.77040100868744,0.484366530215662,3.65508535013594,0.000257096431655524,0.0142617103893356,1.84582838695917,"SMPDL3B"
"SERPINI1",283.638443636552,1.73449699799725,0.332028131728123,5.22394590172114,1.75149970150993e-07,2.51090689892948e-05,4.60016939004725,"SERPINI1"
"HMCN2",214.665333400862,1.72932199829887,0.256722461674454,6.73615384886656,1.62634084674244e-11,5.42133128945183e-09,8.26589405282184,"HMCN2"
"SLCO2B1",96.1114241808903,1.72409603416919,0.488947943398319,3.52613413646096,0.000421673338615199,0.0213264231256619,1.67108197844884,"SLCO2B1"
"GABRD",56.2222987083577,1.72037912317273,0.412399637119753,4.17163103049281,3.0242706672997e-05,0.00238115246410654,2.62321279602717,"GABRD"
"TSPAN8",812.946268100826,1.70793629590913,0.251759598026107,6.7839967544436,1.16895955650349e-11,4.24519533565918e-09,8.37210232161623,"TSPAN8"
"LGI1",50.266143479522,1.70562403978911,0.475744645355791,3.58516707742142,0.000336862479171464,0.0178740533332356,1.74777695053607,"LGI1"
"TPPP",66.500523183452,1.70041425166296,0.380011733495086,4.47463618037191,7.65415305700694e-06,0.000721625666108462,3.14168802861045,"TPPP"
"ID4",1057.79742383529,1.69777342236632,0.229665407345846,7.39237764183484,1.4422620198715e-13,7.36794646291096e-11,10.1326535384772,"ID4"
"GRIN1",223.429895725116,1.69579412776644,0.243666756985627,6.95948084484284,3.41528948553854e-12,1.41554083261934e-09,8.84907759848151,"GRIN1"
"FGF1",236.044127716395,1.69328201198726,0.247304488516138,6.84695220109914,7.54399098978213e-12,2.95926517986686e-09,8.52881611595031,"FGF1"
"NAT16",212.163870416604,1.66322234154603,0.266502298310223,6.2409305739268,4.34975291287607e-10,1.08580707087669e-07,6.96424733450505,"NAT16"
"RELN",3946.6297465699,1.63203392157963,0.413659345729595,3.9453573052994,7.96810721297302e-05,0.00525631865307443,2.27931831447624,"RELN"
"NRN1",282.798565471229,1.62957968628616,0.292880983670742,5.56396549158733,2.63712117246534e-08,4.45612621504201e-06,5.3510425167302,"NRN1"
"RRAGD",179.294535801436,1.62908235858892,0.244897758348074,6.65209175281016,2.88956460829403e-11,9.33456849270513e-09,8.02990575329803,"RRAGD"
"TNIK",377.070292030066,1.62521402387664,0.338083434888753,4.80713887804475,1.53105636914176e-06,0.000176087514455167,3.75427143673834,"TNIK"
"CA12",564.64014240371,1.61655096761312,0.232394245738258,6.95607140563116,3.49892566921339e-12,1.42335000325205e-09,8.84668829331666,"CA12"
"CHRM2",757.295774976048,1.61465183260963,0.35100030628876,4.60014365708641,4.22199675697066e-06,0.000417768480902588,3.37906432904323,"CHRM2"
"NUDT10",135.794586874566,1.61030760457968,0.256336513465288,6.2820063470893,3.34231198058411e-10,8.53727526482454e-08,7.0686807155249,"NUDT10"
"LINC02762",35.8303898758361,1.59776533321457,0.446428685445698,3.57899343233156,0.000344920135038561,0.018213607226904,1.73960403313996,"LINC02762"
"TENT5C",371.434776038914,1.59586571298178,0.219426921880275,7.27288018856922,3.51902420993856e-13,1.61046676707751e-10,9.79304823267215,"TENT5C"
"NPAS3",47.4809850062648,1.59325133274664,0.439136046920856,3.62814973609712,0.000285459694269003,0.015676732760018,1.80474444497737,"NPAS3"
"PRDM6",65.0373048647182,1.58997200845694,0.426365064238543,3.72913294689496,0.000192139765048078,0.0110422953351226,1.95694064148326,"PRDM6"
"HES7",205.454278434396,1.58919786705086,0.232980458904975,6.8211637770833,9.03059154164421e-12,3.48026323500523e-09,8.45838790628714,"HES7"
"ICAM5",191.376223928653,1.58388498241216,0.274840046773065,5.76293375368243,8.26642482064757e-09,1.59288205294004e-06,5.79781638091809,"ICAM5"
"PDE1A",65.5178177840206,1.57133850491537,0.426003695268494,3.6885560439212,0.000225530352241328,0.0126383297134828,1.89831031878701,"PDE1A"
"C1S",797.00441843686,1.57126570112422,0.194651193580004,8.07221200253476,6.90358685721551e-16,4.891970725563e-13,12.3105161505247,"C1S"
"SIX3",405.791386879497,1.56625250495299,0.212438255979294,7.37274224801415,1.67153474951398e-13,8.34513723694852e-11,10.0785665168925,"SIX3"
"MARCHF11",1011.95462003284,1.56013147614101,0.270925607987857,5.75852348446492,8.48528633870849e-09,1.62083726089052e-06,5.79026058801715,"MARCHF11"
"CDKN2A",291.456170752275,1.54882870728445,0.324580590742983,4.77178473222658,1.82600609493466e-06,0.000200559379437149,3.69775702282447,"CDKN2A"
"EXPH5",45.9773912323858,1.52707462840463,0.430380963394574,3.54819278334252,0.000387884203625974,0.0198551501067447,1.70212682528182,"EXPH5"
"FNDC5",2889.45409214016,1.51903350649758,0.164577726531051,9.22988510362602,2.70922352935772e-20,3.9675675512934e-17,16.4014756702683,"FNDC5"
"LBH",667.234409141166,1.51426201792498,0.195308775620565,7.75316937558811,8.96269442546288e-15,5.46898634567064e-12,11.26209316092,"LBH"
"PLD1",126.915971977418,1.50837181993609,0.313302529758963,4.81442591956263,1.47623652815325e-06,0.000170676251652329,3.76782690357102,"PLD1"
"UNC13D",2670.98535931329,1.50423453989159,0.201079881972298,7.48078089730936,7.38822681899242e-14,3.86421853649539e-11,10.4129383205303,"UNC13D"
"MLKL",43.4994742180142,1.48794199805606,0.430224339857843,3.45852584386024,0.000543140161477173,0.02605056752657,1.58418281090676,"MLKL"
"HPSE2",65.6296205095186,1.48086441666377,0.36751440649777,4.02940508040398,5.59181887538078e-05,0.00397587995350617,2.40056673703049,"HPSE2"
"CDC42BPG",214.11978753935,1.47807663649739,0.291072238644458,5.0780405695194,3.81347278132556e-07,5.00161951598783e-05,4.30088934906932,"CDC42BPG"
"KIF1A",5145.5128335897,1.47569813254308,0.27868616326672,5.29519698877459,1.18888179740752e-07,1.78877852353773e-05,4.74744342799595,"KIF1A"
"KANK4",43.9100598414495,1.47491377220785,0.430099183471577,3.42924104227071,0.000605271719103316,0.0281099447220772,1.55114000842744,"KANK4"
"SERPINE1",121.262138949897,1.47161354843363,0.326168348946305,4.51182204891343,6.42731020820918e-06,0.000611206594561606,3.21381196862369,"SERPINE1"
"BMAL2",335.017569948357,1.46040429242451,0.202268600809882,7.22012357121697,5.19403543175904e-13,2.3285178842745e-10,9.63292042210235,"BMAL2"
"LINGO1",99.2687089782827,1.45731810549957,0.310894036883947,4.68750742248416,2.7655267407215e-06,0.000287916236556537,3.54073384311748,"LINGO1"
"CHST15",581.166364470083,1.44535355515575,0.302258335060754,4.7818484637164,1.73690595653073e-06,0.000194566310471617,3.71093235647727,"CHST15"
"GAP43",3143.79422399954,1.44250676999794,0.261317671549167,5.52012713662395,3.38754477074221e-08,5.59505232924017e-06,5.25219584726003,"GAP43"
"SYT4",7808.27715535158,1.44194792185114,0.243876965909387,5.91260399059951,3.36741110210323e-09,7.0449447314192e-07,6.15212240964246,"SYT4"
"UNC5D",102.726174090427,1.4410708248194,0.363805443891281,3.9611029714279,7.46043493639814e-05,0.00502198707858404,2.2991244090478,"UNC5D"
"PPP2R2B",449.022708331494,1.43152336754657,0.195347589904046,7.32808307617069,2.33467987169879e-13,1.09118963280015e-10,9.96209976882311,"PPP2R2B"
"NRIP3",82.3589130348034,1.42585382574398,0.332093330759464,4.29353345483693,1.7585180249129e-05,0.00147440326157487,2.83138371707113,"NRIP3"
"RAB38",69.4734397171434,1.41488247371475,0.309855735895482,4.56626200456076,4.96498144023367e-06,0.000484736654656058,3.314494138699,"RAB38"
"POU3F3",1298.46901646951,1.41224924121733,0.172401584567735,8.19162564403498,2.57721182864523e-16,1.95219352551206e-13,12.7094771319071,"POU3F3"
"SOSTDC1",77.846581505438,1.40329846940494,0.370652745462261,3.78601935797024,0.000153079754742709,0.00918771303943465,2.03679257761896,"SOSTDC1"
"SLC12A8",68.6251226455109,1.39887404431356,0.319651743504124,4.37624406167367,1.20741814567508e-05,0.00106398517981956,2.97306442125846,"SLC12A8"
"APOE",736.748803687115,1.39513464603232,0.318168593745876,4.38489113462476,1.16043798422004e-05,0.00103623338208787,2.98454242109827,"APOE"
"CXCR4",206.696908264319,1.3909884719829,0.223992301935224,6.20998337873754,5.29902058818519e-10,1.30790545236701e-07,6.88342364974218,"CXCR4"
"ZFP3",191.349290072565,1.38799608739944,0.418085884697495,3.31988268009508,0.000900552847613283,0.039173157234695,1.40701142425636,"ZFP3"
"TMEM45A",440.70969416386,1.3877808954297,0.214579248634494,6.46745155582865,9.96694779812757e-11,2.88084134580879e-08,7.54048065860159,"TMEM45A"
"DLG3",50.9283945097266,1.38550922149413,0.401437040603819,3.4513736435734,0.000557740846000233,0.0264492438592636,1.57758673922212,"DLG3"
"GRIK5",1186.10255404084,1.37900149779182,0.192091965085324,7.17886090227297,7.02946178744243e-13,3.02776837421074e-10,9.51887735164547,"GRIK5"
"PROM1",98.9767463644098,1.37000368197484,0.285813352667496,4.79335086758053,1.64018396348219e-06,0.000186683529149291,3.72889399761131,"PROM1"
"ATP1A3",488.17599881614,1.35849876075299,0.294421776458492,4.6141245973513,3.94755570676374e-06,0.0003977796156444,3.40035747621405,"ATP1A3"
"C14orf180",71.5657087103389,1.35292942896973,0.32809317530976,4.12361344515135,3.72974630612582e-05,0.00281550986620845,2.55044294645035,"C14orf180"
"LYPD1",499.772994180395,1.33860553227452,0.205841982501922,6.50307345471675,7.86953443666451e-11,2.36808305438643e-08,7.62560306992666,"LYPD1"
"PAQR5",67.0433587101393,1.33658110433429,0.320267387409458,4.17332877738654,3.00181273633755e-05,0.0023719719560837,2.6248904499579,"PAQR5"
"LUM",3645.88753404829,1.33514916768109,0.224224824524051,5.95451092676797,2.60850701750427e-09,5.61775231897218e-07,6.25043741231758,"LUM"
"SCRT2",144.218961004551,1.33460045721541,0.294531469066705,4.53126608658973,5.86312330512126e-06,0.00056737986627136,3.24612607940091,"SCRT2"
"EVA1A",811.228002829766,1.33059160148702,0.219879679298956,6.05145325720575,1.43544937730537e-09,3.23579431275554e-07,6.49001909264517,"EVA1A"
"CRB1",149.411886315723,1.33054398469323,0.399639005100066,3.32936467089861,0.000870443532702129,0.0381657346963427,1.41832637296544,"CRB1"
"PLPPR4",571.618130824095,1.32773144737895,0.325188443769849,4.08296011994402,4.44656559673025e-05,0.00326681292519644,2.48587573478723,"PLPPR4"
"PRPH",468.835789143783,1.31402682997135,0.332304083561902,3.95429034722221,7.6762147349927e-05,0.00512533158308768,2.29027803270207,"PRPH"
"GMPR",159.542364390101,1.31195281862977,0.34141353578869,3.84270885921107,0.000121683784839189,0.00755092571062846,2.12199980249357,"GMPR"
"SEMA3C",7242.83085258564,1.30700578006116,0.273379042189771,4.780928960728,1.74487017630575e-06,0.000194566310471617,3.71093235647727,"SEMA3C"
"IFI44",170.77574292479,1.30325847968136,0.334760886512995,3.89310260603211,9.89702669840125e-05,0.00635695863987662,2.19675061419984,"IFI44"
"CYSLTR2",206.316612580783,1.29854529770839,0.35832238891048,3.62395802745335,0.000290128708131287,0.0158934098042892,1.79878291837962,"CYSLTR2"
"SYT12",75.6009924566828,1.29795015549782,0.304687151247904,4.25994384791685,2.04478267416048e-05,0.0017014295834577,2.76918602020824,"SYT12"
"DEPP1",158.517973984151,1.29479507399584,0.24416405454463,5.3029717106011,1.13932582886725e-07,1.72603934363634e-05,4.7629493091252,"DEPP1"
"BATF3",99.3870592897674,1.28789503023513,0.358253247337292,3.59492911734193,0.00032447990906139,0.017342701124943,1.7608832602451,"BATF3"
"VGF",56612.4338699858,1.26675291646733,0.247683337246551,5.11440507282235,3.14731315191129e-07,4.24153546061566e-05,4.37247689780405,"VGF"
"AKAP6",861.257406650864,1.26119613492766,0.328924698009573,3.83430050269729,0.000125922123325907,0.00770510106713146,2.11322166030577,"AKAP6"
"PALM2AKAP2",330.516693792235,1.23875841060347,0.339313845757033,3.65077472108368,0.000261450490187829,0.0144667076019044,1.83963029631849,"PALM2AKAP2"
"LOC101927293",58.3934178414991,1.23563841027922,0.377840662884779,3.2702631867233,0.00107447465152975,0.0449002582581779,1.34775116100605,"LOC101927293"
"FOXO1",101.071565467093,1.23353355118298,0.367498016782461,3.35657199454538,0.000789151721342658,0.0351481148393684,1.45409796329893,"FOXO1"
"PRSS35",129.522518870248,1.23041641408844,0.309528394084777,3.97513261336353,7.03400502917815e-05,0.00479591948915047,2.31912811617185,"PRSS35"
"IL33",73.3411313941479,1.22692867911916,0.374370391639493,3.27731227286973,0.00104800393779928,0.0440080484646118,1.35646788978384,"IL33"
"NEFH",795.032525947902,1.22692265531624,0.181083341313341,6.77545845143872,1.24012378923323e-11,4.32409512350577e-09,8.36410476079661,"NEFH"
"CYP2J2",149.247110438122,1.2248717965001,0.315422389111142,3.88327474137705,0.000103059006945653,0.00654305550744263,2.18421939538652,"CYP2J2"
"GREM2",750.567536178033,1.2230995639987,0.202147000981664,6.05054518770549,1.4435646317205e-09,3.23579431275554e-07,6.49001909264517,"GREM2"
"LINC01667",101.784079295484,1.2226514364911,0.320045098108978,3.82024734549999,0.000133317909977124,0.00811245021736143,2.09084795526295,"LINC01667"
"ECM1",121.7770559845,1.21948780221325,0.283708838642794,4.29837790055125,1.72052637395981e-05,0.00144807673780748,2.83920842299848,"ECM1"
